low,false_confident,false_abstain,fc_searches,fa_searches,n_absent,n_stocked
0.0,1.0,0.0,1.0,0.0,41,106
0.005,1.0,0.0,1.0,0.0,41,106
0.01,1.0,0.0,1.0,0.0,41,106
0.015,1.0,0.0,1.0,0.0,41,106
0.02,1.0,0.0,1.0,0.0,41,106
0.025,1.0,0.0,1.0,0.0,41,106
0.03,1.0,0.0,1.0,0.0,41,106
0.035,1.0,0.0,1.0,0.0,41,106
0.04,1.0,0.0,1.0,0.0,41,106
0.045,1.0,0.0,1.0,0.0,41,106
0.05,1.0,0.0,1.0,0.0,41,106
0.055,1.0,0.0,1.0,0.0,41,106
0.06,1.0,0.0,1.0,0.0,41,106
0.065,1.0,0.0,1.0,0.0,41,106
0.07,1.0,0.0,1.0,0.0,41,106
0.075,1.0,0.0,1.0,0.0,41,106
0.08,1.0,0.0,1.0,0.0,41,106
0.085,1.0,0.0,1.0,0.0,41,106
0.09,0.975609756097561,0.0,0.9692007797270955,0.0,41,106
0.095,0.975609756097561,0.0,0.9692007797270955,0.0,41,106
0.1,0.975609756097561,0.0,0.9692007797270955,0.0,41,106
0.105,0.975609756097561,0.0,0.9692007797270955,0.0,41,106
0.11,0.975609756097561,0.0,0.9692007797270955,0.0,41,106
0.115,0.9512195121951219,0.0,0.9399610136452242,0.0,41,106
0.12,0.9512195121951219,0.0,0.9399610136452242,0.0,41,106
0.125,0.9512195121951219,0.0,0.9399610136452242,0.0,41,106
0.13,0.926829268292683,0.0,0.9146198830409357,0.0,41,106
0.135,0.926829268292683,0.0,0.9146198830409357,0.0,41,106
0.14,0.926829268292683,0.0,0.9146198830409357,0.0,41,106
0.145,0.9024390243902439,0.0,0.8865497076023392,0.0,41,106
0.15,0.9024390243902439,0.0,0.8865497076023392,0.0,41,106
0.155,0.9024390243902439,0.0,0.8865497076023392,0.0,41,106
0.16,0.9024390243902439,0.0,0.8865497076023392,0.0,41,106
0.165,0.9024390243902439,0.0,0.8865497076023392,0.0,41,106
0.17,0.8780487804878049,0.0,0.8643274853801169,0.0,41,106
0.175,0.8780487804878049,0.0,0.8643274853801169,0.0,41,106
0.18,0.8292682926829268,0.0,0.8050682261208577,0.0,41,106
0.185,0.8048780487804879,0.0,0.7828460038986355,0.0,41,106
0.19,0.7804878048780488,0.0,0.7543859649122807,0.0,41,106
0.195,0.7804878048780488,0.0,0.7543859649122807,0.0,41,106
0.2,0.7804878048780488,0.0,0.7543859649122807,0.0,41,106
0.205,0.7804878048780488,0.0,0.7543859649122807,0.0,41,106
0.21,0.7560975609756098,0.0,0.7391812865497076,0.0,41,106
0.215,0.7560975609756098,0.0,0.7391812865497076,0.0,41,106
0.22,0.7317073170731707,0.0,0.7037037037037037,0.0,41,106
0.225,0.7317073170731707,0.0,0.7037037037037037,0.0,41,106
0.23,0.6585365853658537,0.0,0.5996101364522417,0.0,41,106
0.235,0.5853658536585366,0.0,0.5161793372319688,0.0,41,106
0.24,0.5853658536585366,0.0,0.5161793372319688,0.0,41,106
0.245,0.5609756097560976,0.0,0.4982456140350877,0.0,41,106
0.25,0.5609756097560976,0.018867924528301886,0.4982456140350877,0.020202020202020204,41,106
0.255,0.5365853658536586,0.03773584905660377,0.4584795321637427,0.044372294372294376,41,106
0.26,0.5365853658536586,0.03773584905660377,0.4584795321637427,0.044372294372294376,41,106
0.265,0.4878048780487805,0.04716981132075472,0.4202729044834308,0.0496031746031746,41,106
0.27,0.43902439024390244,0.05660377358490566,0.38011695906432746,0.06475468975468976,41,106
0.275,0.43902439024390244,0.0660377358490566,0.38011695906432746,0.08026695526695526,41,106
0.28,0.43902439024390244,0.07547169811320754,0.38011695906432746,0.09343434343434344,41,106
0.285,0.3902439024390244,0.07547169811320754,0.32397660818713453,0.09343434343434344,41,106
0.29,0.36585365853658536,0.08490566037735849,0.2939571150097466,0.10551948051948051,41,106
0.295,0.2926829268292683,0.08490566037735849,0.2378167641325536,0.10551948051948051,41,106
0.3,0.2682926829268293,0.08490566037735849,0.2077972709551657,0.10551948051948051,41,106
0.305,0.2682926829268293,0.09433962264150944,0.2077972709551657,0.10948773448773448,41,106
0.31,0.24390243902439024,0.09433962264150944,0.1925925925925926,0.10948773448773448,41,106
0.315,0.1951219512195122,0.11320754716981132,0.1571150097465887,0.1349206349206349,41,106
0.32,0.14634146341463414,0.11320754716981132,0.12007797270955166,0.1349206349206349,41,106
0.325,0.0975609756097561,0.12264150943396226,0.07641325536062378,0.14213564213564214,41,106
0.33,0.0975609756097561,0.1320754716981132,0.07641325536062378,0.1462842712842713,41,106
0.335,0.0975609756097561,0.14150943396226415,0.07641325536062378,0.1544011544011544,41,106
0.34,0.0975609756097561,0.14150943396226415,0.07641325536062378,0.1544011544011544,41,106
0.345,0.0975609756097561,0.1509433962264151,0.07641325536062378,0.16143578643578643,41,106
0.35,0.0975609756097561,0.16037735849056603,0.07641325536062378,0.17153679653679654,41,106
0.355,0.0975609756097561,0.16981132075471697,0.07641325536062378,0.1810966810966811,41,106
0.36,0.0975609756097561,0.18867924528301888,0.07641325536062378,0.19823232323232323,41,106
0.365,0.0975609756097561,0.19811320754716982,0.07641325536062378,0.2076118326118326,41,106
0.37,0.0975609756097561,0.19811320754716982,0.07641325536062378,0.2076118326118326,41,106
0.375,0.0975609756097561,0.19811320754716982,0.07641325536062378,0.2076118326118326,41,106
0.38,0.07317073170731707,0.19811320754716982,0.07056530214424951,0.2076118326118326,41,106
0.385,0.07317073170731707,0.2169811320754717,0.07056530214424951,0.22655122655122656,41,106
0.39,0.07317073170731707,0.2169811320754717,0.07056530214424951,0.22655122655122656,41,106
0.395,0.07317073170731707,0.2169811320754717,0.07056530214424951,0.22655122655122656,41,106
0.4,0.04878048780487805,0.22641509433962265,0.036647173489278755,0.2361111111111111,41,106
0.405,0.04878048780487805,0.25471698113207547,0.036647173489278755,0.25901875901875904,41,106
0.41,0.04878048780487805,0.27358490566037735,0.036647173489278755,0.27326839826839827,41,106
0.415,0.04878048780487805,0.2830188679245283,0.036647173489278755,0.28354978354978355,41,106
0.42,0.04878048780487805,0.29245283018867924,0.036647173489278755,0.2943722943722944,41,106
0.425,0.04878048780487805,0.29245283018867924,0.036647173489278755,0.2943722943722944,41,106
0.43,0.04878048780487805,0.29245283018867924,0.036647173489278755,0.2943722943722944,41,106
0.435,0.04878048780487805,0.29245283018867924,0.036647173489278755,0.2943722943722944,41,106
0.44,0.024390243902439025,0.3018867924528302,0.028070175438596492,0.3059163059163059,41,106
0.445,0.024390243902439025,0.3018867924528302,0.028070175438596492,0.3059163059163059,41,106
0.45,0.024390243902439025,0.32075471698113206,0.028070175438596492,0.3327922077922078,41,106
0.455,0.024390243902439025,0.330188679245283,0.028070175438596492,0.34235209235209235,41,106
0.46,0.024390243902439025,0.330188679245283,0.028070175438596492,0.34235209235209235,41,106
0.465,0.024390243902439025,0.330188679245283,0.028070175438596492,0.34235209235209235,41,106
0.47,0.024390243902439025,0.330188679245283,0.028070175438596492,0.34235209235209235,41,106
0.475,0.024390243902439025,0.33962264150943394,0.028070175438596492,0.35299422799422797,41,106
0.48,0.024390243902439025,0.33962264150943394,0.028070175438596492,0.35299422799422797,41,106
0.485,0.024390243902439025,0.33962264150943394,0.028070175438596492,0.35299422799422797,41,106
0.49,0.024390243902439025,0.3584905660377358,0.028070175438596492,0.36976911976911975,41,106
0.495,0.024390243902439025,0.3584905660377358,0.028070175438596492,0.36976911976911975,41,106
0.5,0.024390243902439025,0.36792452830188677,0.028070175438596492,0.37716450216450215,41,106
0.505,0.024390243902439025,0.37735849056603776,0.028070175438596492,0.3869047619047619,41,106
0.51,0.024390243902439025,0.37735849056603776,0.028070175438596492,0.3869047619047619,41,106
0.515,0.024390243902439025,0.39622641509433965,0.028070175438596492,0.40674603174603174,41,106
0.52,0.024390243902439025,0.42452830188679247,0.028070175438596492,0.4291125541125541,41,106
0.525,0.024390243902439025,0.4339622641509434,0.028070175438596492,0.4444444444444444,41,106
0.53,0.0,0.4528301886792453,0.0,0.4715007215007215,41,106
0.535,0.0,0.4528301886792453,0.0,0.4715007215007215,41,106
0.54,0.0,0.46226415094339623,0.0,0.479978354978355,41,106
0.545,0.0,0.49056603773584906,0.0,0.51010101010101,41,106
0.55,0.0,0.5,0.0,0.5211038961038961,41,106
0.555,0.0,0.5188679245283019,0.0,0.534992784992785,41,106
0.56,0.0,0.5283018867924528,0.0,0.5405844155844156,41,106
0.565,0.0,0.5471698113207547,0.0,0.5642135642135642,41,106
0.57,0.0,0.5660377358490566,0.0,0.5707070707070707,41,106
0.575,0.0,0.5849056603773585,0.0,0.5806277056277056,41,106
0.58,0.0,0.6132075471698113,0.0,0.6127344877344877,41,106
0.585,0.0,0.6415094339622641,0.0,0.6435786435786436,41,106
0.59,0.0,0.6509433962264151,0.0,0.6590909090909091,41,106
0.595,0.0,0.660377358490566,0.0,0.6724386724386724,41,106
0.6,0.0,0.6792452830188679,0.0,0.687950937950938,41,106
0.605,0.0,0.6886792452830188,0.0,0.700937950937951,41,106
0.61,0.0,0.6981132075471698,0.0,0.7104978354978355,41,106
0.615,0.0,0.7075471698113207,0.0,0.7207792207792207,41,106
0.62,0.0,0.7075471698113207,0.0,0.7207792207792207,41,106
0.625,0.0,0.7264150943396226,0.0,0.7404401154401155,41,106
0.63,0.0,0.7358490566037735,0.0,0.7471139971139971,41,106
0.635,0.0,0.7547169811320755,0.0,0.7703823953823954,41,106
